"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
ep_acuteills_7,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","26, <b>Other acute illness or pregnancy complication 2 (enter only 1 per checkbox)</b>",,,,,,[ep_acuteills_none]='',,,,,,
ep_otherai7,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec9. Other acute illness or pregnancy complication 2, specify:",,,,,,,[ep_acuteills_7(26)]='1',,,,,,
ep_acuteills_8,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","27, <b>Other acute illness or pregnancy complication 3 (enter only 1 per checkbox)</b>",,,,,,[ep_acuteills_none]='',,,,,,
ep_otherai8,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec10. Other acute illness or pregnancy complication 3, specify:",,,,,,,[ep_acuteills_8(27)]='1',,,,,,
ep_acuteills_9,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","28, <b>Other acute illness or pregnancy complication 4 (enter only 1 per checkbox)</b>",,,,,,[ep_acuteills_none]='',,,,,,
ep_otherai9,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec11. Other acute illness or pregnancy complication 4, specify:",,,,,,,[ep_acuteills_9(28)]='1',,,,,,
ep_acuteills_10,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","29, <b>Other acute illness or pregnancy complication 5 (enter only 1 per checkbox)</b>",,,,,,[ep_acuteills_none]='',,,,,,
ep_otherai10,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec12. Other acute illness or pregnancy complication 5, specify:",,,,,,,[ep_acuteills_10(29)]='1',,,,,,
ep_acuteills_11,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","30, <b>Other acute illness or pregnancy complication 6 (enter only 1 per checkbox)</b>",,,,,,[ep_acuteills_none]='',,,,,,
ep_otherai11,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec13. Other acute illness or pregnancy complication 6, specify:",,,,,,,[ep_acuteills_11(30)]='1',,,,,,
ep_acuteills_12,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","31, <b>Other acute illness or pregnancy complication 7 (enter only 1 per checkbox)</b>",,,,,,[ep_acuteills_none]='',,,,,,
ep_otherai12,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec14. Other acute illness or pregnancy complication 7, specify:",,,,,,,[ep_acuteills_12(31)]='1',,,,,,
ep_acuteills_13,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","32, <b>Other acute illness or pregnancy complication 8 (enter only 1 per checkbox)</b>",,,,,,[ep_acuteills_none]='',,,,,,
ep_otherai13,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec15. Other acute illness or pregnancy complication 8, specify:",,,,,,,[ep_acuteills_13(32)]='1',,,,,,
ep_acuteills_14,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","33, <b>Other acute illness or pregnancy complication 9 (enter only 1 per checkbox)</b>",,,,,,[ep_acuteills_none]='',,,,,,
ep_otherai14,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec16. Other acute illness or pregnancy complication 9, specify:",,,,,,,[ep_acuteills_14(33)]='1',,,,,,
ep_acuteills_15,end_of_pregnancy_chart_abstraction_form,,checkbox,"A5. Collect information for acute illnesses and pregnancy complications <u>during the current pregnancy</u>. Check all that apply:","34, <b>Other acute illness or pregnancy complication 10 (enter only 1 per checkbox)</b>",,,,,,[ep_acuteills_none]='',,,,,,
ep_otherai15,end_of_pregnancy_chart_abstraction_form,,text,"A5_spec17. Other acute illness or pregnancy complication 10, specify:",,,,,,,[ep_acuteills_15(34)]='1',,,,,,
ep_amnio,end_of_pregnancy_chart_abstraction_form,,radio,"A6. Did the mother have an amniocentesis or chorionic villus sampling during the current pregnancy?","1, Yes | 0, No | 77, Not recorded",,,,,,,,,,,,
ep_defect,end_of_pregnancy_chart_abstraction_form,,radio,"A7. Was a birth defect or disease identified prenatally during the current pregnancy?","1, Yes | 0, No | 77, Not recorded",,,,,,,,,,,,
ep_defect_num,end_of_pregnancy_chart_abstraction_form,,text,"A8. Number of birth defects or diseases identified prenatally",,"range 1-10",number,1,10,,[ep_defect]='1',,,,,,
ep_defect1,end_of_pregnancy_chart_abstraction_form,,radio,"A8a. Birth defect or disease 1: Which birth defect or disease was identified?","1, Congenital Heart Defect | 2, Clubfoot | 3, Cleft lip or palate | 4, Spina Bifida | 5, Missing or undeveloped limbs | 6, Sickle-Cell Disease | 7, Phenylketonuria (PKU)|8, Down Syndrome | 9, Fragile X Syndrome | 10, Other | 77, Not recorded",,,,,,[ep_defect_num]>0,,,,,,
ep_defect1_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8a_spec. Other birth defect or disease 1, specify:",,,,,,,[ep_defect1]='10',,,,,,
ep_defect1_diag,end_of_pregnancy_chart_abstraction_form,,dropdown,"A8a1. Specify the method of diagnosis (birth defect or disease 1):","1, Ultrasound | 2, Amniocentesis | 3, Chorionic Villus Sampling | 4, Other | 77, Not recorded","SELECT FROM DROPDOWN MENU",,,,,[ep_defect_num]>0,,,,,,
ep_defect1_diag_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8a1_spec. Other method of diagnosis for birth defect or disease 1, specify: ",,,,,,,[ep_defect1_diag]='4',,,,,,
ep_defect1_dt,end_of_pregnancy_chart_abstraction_form,,text,"A8a2. Specify the date of diagnosis (birth defect or disease 1):",,mm/dd/yyyy,date_mdy,,,,"[ep_defect_num]>0 AND [ep_defect1_dt_nr]=""""",,,,,,
ep_defect1_dt_nr,end_of_pregnancy_chart_abstraction_form,,radio,"A8a2_nr. Date of diagnosis not recorded (birth defect or disease 1):","77, Not recorded",,,,,,"[ep_defect_num]>0 AND [ep_defect1_dt]=""""",,,,,,
ep_defect2,end_of_pregnancy_chart_abstraction_form,,radio,"A8b. Birth defect or disease 2: Which birth defect or disease was identified?","1, Congenital Heart Defect | 2, Clubfoot | 3, Cleft lip or palate | 4, Spina Bifida | 5, Missing or undeveloped limbs | 6, Sickle-Cell Disease | 7, Phenylketonuria (PKU)|8, Down Syndrome | 9, Fragile X Syndrome | 10, Other | 77, Not recorded",,,,,,[ep_defect_num]>1,,,,,,
ep_defect2_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8b_spec. Other birth defect or disease 2, specify:",,,,,,,[ep_defect2]='10',,,,,,
ep_defect2_diag,end_of_pregnancy_chart_abstraction_form,,dropdown,"A8b1. Specify the method of diagnosis (birth defect or disease 2):","1, Ultrasound | 2, Amniocentesis | 3, Chorionic Villus Sampling | 4, Other | 77, Not recorded","SELECT FROM DROPDOWN MENU",,,,,[ep_defect_num]>1,,,,,,
ep_defect2_diag_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8b1_spec. Other method of diagnosis for birth defect or disease 2, specify: ",,,,,,,[ep_defect2_diag]='4',,,,,,
ep_defect2_dt,end_of_pregnancy_chart_abstraction_form,,text,"A8b2. Specify the date of diagnosis (birth defect or disease 2):",,mm/dd/yyyy,date_mdy,,,,"[ep_defect_num]>1 AND [ep_defect2_dt_nr]=""""",,,,,,
ep_defect2_dt_nr,end_of_pregnancy_chart_abstraction_form,,radio,"A8b2_nr. Date of diagnosis not recorded (birth defect or disease 2):","77, Not recorded",,,,,,"[ep_defect_num]>1 AND  [ep_defect2_dt]=""""",,,,,,
ep_defect3,end_of_pregnancy_chart_abstraction_form,,radio,"A8c. Birth defect or disease 3: Which birth defect or disease was identified?","1, Congenital Heart Defect | 2, Clubfoot | 3, Cleft lip or palate | 4, Spina Bifida | 5, Missing or undeveloped limbs | 6, Sickle-Cell Disease | 7, Phenylketonuria (PKU)|8, Down Syndrome | 9, Fragile X Syndrome | 10, Other | 77, Not recorded",,,,,,[ep_defect_num]>2,,,,,,
ep_defect3_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8c_spec. Other birth defect or disease 3, specify:",,,,,,,[ep_defect3]='10',,,,,,
ep_defect3_diag,end_of_pregnancy_chart_abstraction_form,,dropdown,"A8c1. Specify the method of diagnosis (birth defect or disease 3):","1, Ultrasound | 2, Amniocentesis | 3, Chorionic Villus Sampling | 4, Other | 77, Not recorded","SELECT FROM DROPDOWN MENU",,,,,[ep_defect_num]>2,,,,,,
ep_defect3_diag_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8c1_spec. Other method of diagnosis for birth defect or disease 3, specify: ",,,,,,,[ep_defect3_diag]='4',,,,,,
ep_defect3_dt,end_of_pregnancy_chart_abstraction_form,,text,"A8c2. Specify the date of diagnosis (birth defect or disease 3):",,mm/dd/yyyy,date_mdy,,,,"[ep_defect_num]>2 AND [ep_defect3_dt_nr]=""""",,,,,,
ep_defect3_dt_nr,end_of_pregnancy_chart_abstraction_form,,radio,"A8c2_nr. Date of diagnosis not recorded (birth defect or disease 3):","77, Not recorded",,,,,,"[ep_defect_num]>2 AND [ep_defect3_dt]=""""",,,,,,
ep_defect4,end_of_pregnancy_chart_abstraction_form,,radio,"A8d. Birth defect or disease 4: Which birth defect or disease was identified?","1, Congenital Heart Defect | 2, Clubfoot | 3, Cleft lip or palate | 4, Spina Bifida | 5, Missing or undeveloped limbs | 6, Sickle-Cell Disease | 7, Phenylketonuria (PKU)|8, Down Syndrome | 9, Fragile X Syndrome | 10, Other | 77, Not recorded",,,,,,[ep_defect_num]>3,,,,,,
ep_defect4_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8d_spec. Other birth defect or disease 4, specify:",,,,,,,[ep_defect4]='10',,,,,,
ep_defect4_diag,end_of_pregnancy_chart_abstraction_form,,dropdown,"A8d1. Specify the method of diagnosis (birth defect or disease 4):","1, Ultrasound | 2, Amniocentesis | 3, Chorionic Villus Sampling | 4, Other | 77, Not recorded","SELECT FROM DROPDOWN MENU",,,,,[ep_defect_num]>3,,,,,,
ep_defect4_diag_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8d1_spec. Other method of diagnosis for birth defect or disease 4, specify: ",,,,,,,[ep_defect4_diag]='4',,,,,,
ep_defect4_dt,end_of_pregnancy_chart_abstraction_form,,text,"A8d2. Specify the date of diagnosis (birth defect or disease 4):",,mm/dd/yyyy,date_mdy,,,,"[ep_defect_num]>3 AND [ep_defect4_dt_nr]=""""",,,,,,
ep_defect4_dt_nr,end_of_pregnancy_chart_abstraction_form,,radio,"A8d2_nr. Date of diagnosis not recorded (birth defect or disease 4):","77, Not recorded",,,,,,"[ep_defect_num]>3 AND [ep_defect4_dt]=""""",,,,,,
ep_defect5,end_of_pregnancy_chart_abstraction_form,,radio,"A8e. Birth defect or disease 5: Which birth defect or disease was identified?","1, Congenital Heart Defect | 2, Clubfoot | 3, Cleft lip or palate | 4, Spina Bifida | 5, Missing or undeveloped limbs | 6, Sickle-Cell Disease | 7, Phenylketonuria (PKU)|8, Down Syndrome | 9, Fragile X Syndrome | 10, Other | 77, Not recorded",,,,,,[ep_defect_num]>4,,,,,,
ep_defect5_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8e_spec. Other birth defect or disease 5, specify:",,,,,,,[ep_defect5]='10',,,,,,
ep_defect5_diag,end_of_pregnancy_chart_abstraction_form,,dropdown,"A8e1. Specify the method of diagnosis (birth defect or disease 5):","1, Ultrasound | 2, Amniocentesis | 3, Chorionic Villus Sampling | 4, Other | 77, Not recorded","SELECT FROM DROPDOWN MENU",,,,,[ep_defect_num]>4,,,,,,
ep_defect5_diag_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8e1_spec. Other method of diagnosis for birth defect or disease 5, specify: ",,,,,,,[ep_defect5_diag]='4',,,,,,
ep_defect5_dt,end_of_pregnancy_chart_abstraction_form,,text,"A8e2. Specify the date of diagnosis (birth defect or disease 5):",,mm/dd/yyyy,date_mdy,,,,"[ep_defect_num]>4 AND [ep_defect5_dt_nr]=""""",,,,,,
ep_defect5_dt_nr,end_of_pregnancy_chart_abstraction_form,,radio,"A8e2_nr. Date of diagnosis not recorded (birth defect or disease 5):","77, Not recorded",,,,,,"[ep_defect_num]>4 AND [ep_defect5_dt]=""""",,,,,,
ep_defect6,end_of_pregnancy_chart_abstraction_form,,radio,"A8f. Birth defect or disease 6: Which birth defect or disease was identified?","1, Congenital Heart Defect | 2, Clubfoot | 3, Cleft lip or palate | 4, Spina Bifida | 5, Missing or undeveloped limbs | 6, Sickle-Cell Disease | 7, Phenylketonuria (PKU)|8, Down Syndrome | 9, Fragile X Syndrome | 10, Other | 77, Not recorded",,,,,,[ep_defect_num]>5,,,,,,
ep_defect6_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8f_spec. Other birth defect or disease 6, specify:",,,,,,,[ep_defect6]='10',,,,,,
ep_defect6_diag,end_of_pregnancy_chart_abstraction_form,,dropdown,"A8f1. Specify the method of diagnosis (birth defect or disease 6):","1, Ultrasound | 2, Amniocentesis | 3, Chorionic Villus Sampling | 4, Other | 77, Not recorded","SELECT FROM DROPDOWN MENU",,,,,[ep_defect_num]>5,,,,,,
ep_defect6_diag_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8f1_spec. Other method of diagnosis for birth defect or disease 6, specify: ",,,,,,,[ep_defect6_diag]='4',,,,,,
ep_defect6_dt,end_of_pregnancy_chart_abstraction_form,,text,"A8f2. Specify the date of diagnosis (birth defect or disease 6):",,mm/dd/yyyy,date_mdy,,,,"[ep_defect_num]>5 AND [ep_defect6_dt_nr]=""""",,,,,,
ep_defect6_dt_nr,end_of_pregnancy_chart_abstraction_form,,radio,"A8f2_nr. Date of diagnosis not recorded (birth defect or disease 6):","77, Not recorded",,,,,,"[ep_defect_num]>5 AND [ep_defect6_dt]=""""",,,,,,
ep_defect7,end_of_pregnancy_chart_abstraction_form,,radio,"A8g. Birth defect or disease 7: Which birth defect or disease was identified?","1, Congenital Heart Defect | 2, Clubfoot | 3, Cleft lip or palate | 4, Spina Bifida | 5, Missing or undeveloped limbs | 6, Sickle-Cell Disease | 7, Phenylketonuria (PKU)|8, Down Syndrome | 9, Fragile X Syndrome | 10, Other | 77, Not recorded",,,,,,[ep_defect_num]>6,,,,,,
ep_defect7_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8g_spec. Other birth defect or disease 7, specify:",,,,,,,[ep_defect7]='10',,,,,,
ep_defect7_diag,end_of_pregnancy_chart_abstraction_form,,dropdown,"A8g1. Specify the method of diagnosis (birth defect or disease 7):","1, Ultrasound | 2, Amniocentesis | 3, Chorionic Villus Sampling | 4, Other | 77, Not recorded","SELECT FROM DROPDOWN MENU",,,,,[ep_defect_num]>6,,,,,,
ep_defect7_diag_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8g1_spec. Other method of diagnosis for birth defect or disease 7, specify: ",,,,,,,[ep_defect7_diag]='4',,,,,,
ep_defect7_dt,end_of_pregnancy_chart_abstraction_form,,text,"A8g2. Specify the date of diagnosis (birth defect or disease 7):",,mm/dd/yyyy,date_mdy,,,,"[ep_defect_num]>6 AND [ep_defect7_dt_nr]=""""",,,,,,
ep_defect7_dt_nr,end_of_pregnancy_chart_abstraction_form,,radio,"A8g2_nr. Date of diagnosis not recorded (birth defect or disease 7):","77, Not recorded",,,,,,"[ep_defect_num]>6 AND [ep_defect7_dt]=""""",,,,,,
ep_defect8,end_of_pregnancy_chart_abstraction_form,,radio,"A8h. Birth defect or disease 8: Which birth defect or disease was identified?","1, Congenital Heart Defect | 2, Clubfoot | 3, Cleft lip or palate | 4, Spina Bifida | 5, Missing or undeveloped limbs | 6, Sickle-Cell Disease | 7, Phenylketonuria (PKU)|8, Down Syndrome | 9, Fragile X Syndrome | 10, Other | 77, Not recorded",,,,,,[ep_defect_num]>7,,,,,,
ep_defect8_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8h_spec. Other birth defect or disease 8, specify:",,,,,,,[ep_defect8]='10',,,,,,
ep_defect8_diag,end_of_pregnancy_chart_abstraction_form,,dropdown,"A8h1. Specify the method of diagnosis (birth defect or disease 8):","1, Ultrasound | 2, Amniocentesis | 3, Chorionic Villus Sampling | 4, Other | 77, Not recorded","SELECT FROM DROPDOWN MENU",,,,,[ep_defect_num]>7,,,,,,
ep_defect8_diag_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8h1_spec. Other method of diagnosis for birth defect or disease 8, specify: ",,,,,,,[ep_defect8_diag]='4',,,,,,
ep_defect8_dt,end_of_pregnancy_chart_abstraction_form,,text,"A8h2. Specify the date of diagnosis (birth defect or disease 8):",,mm/dd/yyyy,date_mdy,,,,"[ep_defect_num]>7 AND [ep_defect8_dt_nr]=""""",,,,,,
ep_defect8_dt_nr,end_of_pregnancy_chart_abstraction_form,,radio,"A8h2_nr. Date of diagnosis not recorded (birth defect or disease 8):","77, Not recorded",,,,,,"[ep_defect_num]>7 AND [ep_defect8_dt]=""""",,,,,,
ep_defect9,end_of_pregnancy_chart_abstraction_form,,radio,"A8i. Birth defect or disease 9: Which birth defect or disease was identified?","1, Congenital Heart Defect | 2, Clubfoot | 3, Cleft lip or palate | 4, Spina Bifida | 5, Missing or undeveloped limbs | 6, Sickle-Cell Disease | 7, Phenylketonuria (PKU)|8, Down Syndrome | 9, Fragile X Syndrome | 10, Other | 77, Not recorded",,,,,,[ep_defect_num]>8,,,,,,
ep_defect9_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8i_spec. Other birth defect or disease 9, specify:",,,,,,,[ep_defect9]='10',,,,,,
ep_defect9_diag,end_of_pregnancy_chart_abstraction_form,,dropdown,"A8i1. Specify the method of diagnosis (birth defect or disease 9):","1, Ultrasound | 2, Amniocentesis | 3, Chorionic Villus Sampling | 4, Other | 77, Not recorded","SELECT FROM DROPDOWN MENU",,,,,[ep_defect_num]>8,,,,,,
ep_defect9_diag_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8i1_spec. Other method of diagnosis for birth defect or disease 9, specify: ",,,,,,,[ep_defect9_diag]='4',,,,,,
ep_defect9_dt,end_of_pregnancy_chart_abstraction_form,,text,"A8i2. Specify the date of diagnosis (birth defect or disease 9):",,mm/dd/yyyy,date_mdy,,,,"[ep_defect_num]>8 AND [ep_defect9_dt_nr]=""""",,,,,,
ep_defect9_dt_nr,end_of_pregnancy_chart_abstraction_form,,radio,"A8i2_nr. Date of diagnosis not recorded (birth defect or disease 9):","77, Not recorded",,,,,,"[ep_defect_num]>8 AND [ep_defect9_dt]=""""",,,,,,
ep_defect10,end_of_pregnancy_chart_abstraction_form,,radio,"A8j. Birth defect or disease 10: Which birth defect or disease was identified?","1, Congenital Heart Defect | 2, Clubfoot | 3, Cleft lip or palate | 4, Spina Bifida | 5, Missing or undeveloped limbs | 6, Sickle-Cell Disease | 7, Phenylketonuria (PKU)|8, Down Syndrome | 9, Fragile X Syndrome | 10, Other | 77, Not recorded",,,,,,[ep_defect_num]>9,,,,,,
ep_defect10_spec,end_of_pregnancy_chart_abstraction_form,,text,"A8j_spec. Other birth defect or disease 10, specify:",,,,,,,[ep_defect10]='10',,,,,,
